Date,DaysToNextTradingDay,DayBeforeHoliday,Volume,Return,OvernightReturn,IntradayTradingRange,BBBBondMargin,CorporateBondMargin,Dispersion
2017-11-02,1,No,1466338096,-0.0011017460425104774,-6.469510592606587e-4,0.02309498036784283,0.6399999999999997,0.31000000000000005,0.02517243453082432
2017-11-03,3,No,1247567928,0.0018730064445095446,-0.00126977500655563,0.018873820044042543,0.6399999999999997,0.31000000000000005,0.01399022534954512
2017-11-06,1,No,1198781125,0.0016419646389367812,1.9174058541773464e-4,0.01800316490500452,0.6400000000000001,0.31000000000000005,0.0171834950868136
2017-11-07,2,Yes,1249268637,-5.743932631499148e-4,8.483615938010689e-4,0.01995428623592106,0.6299999999999999,0.31000000000000005,0.018558151870946307
2017-11-09,1,No,1378065905,-7.527537507355242e-4,-0.003059651106035872,0.020921551386611333,0.6200000000000001,0.29000000000000004,0.020276328204354616
2017-11-10,3,No,1270212515,2.3403981513906073e-4,-0.0019279403061127278,0.01720009639433751,0.6099999999999999,0.2799999999999998,0.01209607289525964
2017-11-13,1,No,1352523512,0.001231128338938099,-0.002755021557629252,0.017972500178136317,0.6299999999999999,0.29000000000000004,0.01425535826926148
2017-11-14,1,No,1412711016,-0.0011373153439250608,-0.0037542651965741603,0.01832766739996452,0.6299999999999999,0.2999999999999998,0.01502329149275383
2017-11-15,1,No,1320209242,-0.006192253033644781,-0.004476321839650277,0.020160633104356535,0.6499999999999999,0.31000000000000005,0.0114824495805434
2017-11-16,1,No,1267112237,0.007898289444022594,0.002965337895700886,0.017867745331415292,0.6400000000000001,0.31000000000000005,0.013978625089152746
2017-11-17,3,No,1225615851,9.570496188572076e-4,-0.0010891163761123795,0.016200661441625068,0.6399999999999997,0.3099999999999996,0.014963322191765606
2017-11-20,1,No,1103994997,8.122426656603826e-4,-3.5710096221125547e-6,0.014392591414645413,0.6499999999999999,0.31999999999999984,0.010667555024445736
2017-11-21,1,No,1184811869,0.003303337178237206,0.002689925211441807,0.0148551026640583,0.6600000000000001,0.33000000000000007,0.012876874186079265
2017-11-22,2,Yes,972092960,6.974371915079303e-4,8.855896163886784e-4,0.01303171824756343,0.6699999999999999,0.33999999999999986,0.009976955700424029
2017-11-24,3,No,449701972,2.908159684763631e-4,0.002538138834761189,0.01110243951880143,0.6699999999999999,0.3400000000000003,0.0075082372196544605
2017-11-27,1,No,1072536752,-0.0013026786185497724,-3.165235302628522e-4,0.014455763489732813,0.6499999999999999,0.33000000000000007,0.011696091195607083
2017-11-28,1,No,1266621781,0.013707662567786546,0.0019497713528691832,0.020295877093433386,0.6499999999999999,0.31999999999999984,0.01219604447837247
2017-11-29,1,No,1602266813,0.0076278783204110955,7.53047010818618e-4,0.025681585469162056,0.6499999999999999,0.31999999999999984,0.021690273044923658
2017-11-30,1,No,1914485321,0.007042498723652496,0.003069335608245895,0.022920540103156816,0.6299999999999999,0.3099999999999996,0.013018318659354093
2017-12-01,3,No,1566989729,-0.0011208486115289562,6.20505260759812e-4,0.027561394502085158,0.6400000000000001,0.31999999999999984,0.011484826433971732
2017-12-04,1,No,1705926017,0.005549415518049023,0.006997344279032694,0.024712503910234197,0.6499999999999999,0.3299999999999996,0.021412943677881126
2017-12-05,1,No,1365160719,-0.007611743756144749,9.623163111515861e-4,0.020945224284981922,0.6499999999999999,0.3299999999999996,0.012944905575543227
2017-12-06,1,No,1173737068,-0.003133941845733035,-0.0010840502913679441,0.018021916188858816,0.6400000000000001,0.3200000000000003,0.014478825327062234
2017-12-07,1,No,1206330197,0.0027651969521735697,-6.054644055130586e-4,0.017159241696778734,0.6299999999999999,0.31000000000000005,0.011322801215700022
2017-12-08,3,No,1120135494,0.006758809468746962,0.003394290528412261,0.015567050865075977,0.6299999999999999,0.31000000000000005,0.010206999373828766
2017-12-11,1,No,1114271177,0.0012951073164158735,-1.4415353809101492e-4,0.015651227502083778,0.6400000000000001,0.31999999999999984,0.0118935983662343
2017-12-12,1,No,1255589377,-9.809170257197001e-5,0.0010191228751943874,0.015794619448571995,0.6299999999999999,0.31999999999999984,0.010948918996424592
2017-12-13,1,No,1211709041,-3.142429927982169e-4,0.0010236536478669838,0.016854392124862647,0.6499999999999999,0.33000000000000007,0.011554238483836337
2017-12-14,1,No,1201778019,-0.007234686448610173,2.670711872965244e-4,0.018248560997483634,0.6399999999999997,0.33000000000000007,0.010125965794724398
2017-12-15,3,No,2166561140,0.008517099678905847,0.00605308393773893,0.018334041331333536,0.6499999999999999,0.33000000000000007,0.012908797182243017
2017-12-18,1,No,1305540653,0.006891921672564757,0.00580875472408769,0.01741246341975806,0.6400000000000001,0.31999999999999984,0.013970316814685406
2017-12-19,1,No,1207931613,-0.0028758208976548765,0.002022490610547196,0.01698859972823231,0.6399999999999997,0.31999999999999984,0.012781859920987682
2017-12-20,1,No,1256731439,8.611348791053323e-4,0.003959396229406119,0.01637609932202359,0.6200000000000001,0.31000000000000005,0.01093189320948841
2017-12-21,1,No,1260429287,0.0018776335803783733,0.0012431482687864136,0.017884330947491204,0.6400000000000001,0.31999999999999984,0.01711334641533683
2017-12-22,4,Yes,879292275,5.21066051832782e-4,5.325561878193364e-5,0.013071688765432372,0.6300000000000003,0.3200000000000003,0.007457144624497563
2017-12-26,1,No,690892137,0.0014970599121053227,2.0359142243799884e-4,0.013471440245578763,0.6399999999999997,0.31999999999999984,0.010155958228065238
2017-12-27,1,No,717312917,-2.2340345322588074e-4,0.0010665884394612745,0.01057748243448765,0.6400000000000001,0.33000000000000007,0.006933198173364924
2017-12-28,1,No,704484929,0.002386992708964227,0.001448174451250719,0.010925411677501102,0.6399999999999997,0.3299999999999996,0.006534633888267214
2017-12-29,4,Yes,833418504,-0.005036633729567873,0.0015232809451298463,0.01240095562683383,0.6499999999999999,0.33999999999999986,0.006104095798949492
2018-01-02,1,No,1167692183,0.007304776168821281,0.0056818106716460945,0.01960768526748596,0.6200000000000001,0.31000000000000005,0.01578999696226665
2018-01-03,1,No,1378169885,0.003817554709853323,0.0013472110014759431,0.017588809734661454,0.6200000000000001,0.31000000000000005,0.018754742231315343
2018-01-04,1,No,1405685665,0.0027606160340304083,0.0020597787051655518,0.01923533120127768,0.6200000000000001,0.31000000000000005,0.014982852397854563
2018-01-05,3,No,1237193247,0.004991873446891642,0.0030307415999932755,0.0157704860815491,0.6200000000000001,0.31000000000000005,0.011584445941007208
2018-01-08,1,No,1176862706,0.0035249682479518065,2.431088583495988e-4,0.016115540803522125,0.6099999999999999,0.31000000000000005,0.009882021505928313
2018-01-09,1,No,1233514846,2.634341801942993e-4,0.001317398558126761,0.016857470329057416,0.6000000000000001,0.2999999999999998,0.013170118997876309
2018-01-10,1,No,1309710424,-0.0031671065268654877,-0.0024000470979177505,0.018695228691090814,0.6000000000000001,0.2999999999999998,0.013399379954904811
2018-01-11,1,No,1244074766,0.008767872096644407,0.00281064349801707,0.018049424533376976,0.6000000000000001,0.2999999999999998,0.012990188520445086
2018-01-12,4,Yes,1301322680,0.00609395930314429,0.0025896116811222583,0.016601602625028515,0.6099999999999999,0.31000000000000005,0.01124136576170739
2018-01-16,1,No,1680277356,-0.006231301680976599,0.003926365611462232,0.022462692988097457,0.6000000000000001,0.2999999999999998,0.013519195447081262
2018-01-17,1,No,1596220516,0.008298988036866614,0.003831402994442749,0.018813824548663576,0.6099999999999999,0.31000000000000005,0.01446761580464708
2018-01-18,1,No,1393435421,-0.0034922605881875382,-0.0010778006966893365,0.01703564091158119,0.6000000000000001,0.31000000000000005,0.010245574878233198
2018-01-19,3,No,1543160930,0.0050614330820160786,0.002657762481087007,0.01646068740870459,0.5899999999999999,0.2999999999999998,0.011873165955481607
2018-01-22,1,No,1303639350,0.0061210740820676155,4.5569380274395493e-4,0.01641093648096803,0.5899999999999999,0.2999999999999998,0.010767959019259728
2018-01-23,1,No,1318513484,0.0023162133894171965,-2.603635345642981e-4,0.01801595786730723,0.5800000000000001,0.29000000000000004,0.011996522734466473
2018-01-24,1,No,1513092677,7.608906698737995e-4,0.0028793654665552155,0.019248394493800024,0.5800000000000001,0.29000000000000004,0.017785839927683608
2018-01-25,1,No,1472125250,-7.962239573185121e-4,0.00315738035485446,0.021682083019379468,0.5899999999999999,0.2999999999999998,0.02091384862409558
2018-01-26,3,No,1390932539,0.008928651622005465,0.002662087262198357,0.01902419058085343,0.5800000000000001,0.30000000000000027,0.01393092845120293
2018-01-29,1,No,1275797939,-0.007986142364964668,-0.0030772115824162726,0.018667556510640986,0.5800000000000001,0.30000000000000027,0.011509781945910845
2018-01-30,1,No,1446090210,-0.011685212118556656,-0.007715579322616689,0.021919074417825556,0.56,0.2799999999999998,0.0156552416073625
2018-01-31,1,No,1658346657,-9.531789786462415e-4,0.004272823979501149,0.02306847764404027,0.5799999999999996,0.2999999999999998,0.01535019788003449
2018-02-01,1,No,1439618486,-0.003300819140206479,-0.004267717300971659,0.02475244199990422,0.5899999999999999,0.2999999999999998,0.015912493846745663
2018-02-02,3,No,1625009260,-0.020416568794949595,-0.006711317794229092,0.0260671482730723,0.5800000000000001,0.30000000000000027,0.014499454725282237
2018-02-05,1,No,2169835634,-0.036687203781580184,-0.007014065483568017,0.0497380160391578,0.5899999999999999,0.2999999999999998,0.012882284677274139
2018-02-06,1,No,2538274123,0.013120281087292981,-0.01719094000681363,0.05057151060337396,0.6000000000000001,0.31000000000000005,0.01853288454477258
2018-02-07,1,No,1763078773,-0.0029695704942102057,-0.002823498249606932,0.030610855182317997,0.6099999999999999,0.31999999999999984,0.019665625297541792
2018-02-08,1,No,1979153701,-0.03368917610378386,7.080891454848215e-4,0.04283697239119172,0.6000000000000001,0.31000000000000005,0.01647531239019318
2018-02-09,1,No,2243748962,0.012885329803576304,0.01002121279052222,0.045465616706629686,NA,NA,0.014490065504699067
